"goHallmarkId","goHallmark","goHallmarkTerm","goId","goTerm"
"GO:0006955","Immune response","immune response","GO:0002426","immunoglobulin production in mucosal tissue"
"GO:0006955","Immune response","immune response","GO:0002427","mucosal tolerance induction"
"GO:0006955","Immune response","immune response","GO:0002429","immune response-activating cell surface receptor signaling pathway"
"GO:0006955","Immune response","immune response","GO:0002430","complement receptor mediated signaling pathway"
"GO:0006955","Immune response","immune response","GO:0002431","Fc receptor mediated stimulatory signaling pathway"
"GO:0006955","Immune response","immune response","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis"
"GO:0006955","Immune response","immune response","GO:0002437","inflammatory response to antigenic stimulus"
"GO:0006955","Immune response","immune response","GO:0002438","acute inflammatory response to antigenic stimulus"
"GO:0006955","Immune response","immune response","GO:0002439","chronic inflammatory response to antigenic stimulus"
"GO:0006955","Immune response","immune response","GO:0002445","type II hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0002450","B cell antigen processing and presentation"
"GO:0006955","Immune response","immune response","GO:0002451","peripheral B cell tolerance induction"
"GO:0006955","Immune response","immune response","GO:0002453","peripheral B cell anergy"
"GO:0006955","Immune response","immune response","GO:0002454","peripheral B cell deletion"
"GO:0006955","Immune response","immune response","GO:0002455","humoral immune response mediated by circulating immunoglobulin"
"GO:0006955","Immune response","immune response","GO:0002456","T cell mediated immunity"
"GO:0006955","Immune response","immune response","GO:0002457","T cell antigen processing and presentation"
"GO:0006955","Immune response","immune response","GO:0002458","peripheral T cell tolerance induction"
"GO:0006955","Immune response","immune response","GO:0002459","adaptive immune response based on somatic recombination of immune receptors built from leucine-rich repeat domains"
"GO:0006955","Immune response","immune response","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"
"GO:0006955","Immune response","immune response","GO:0002461","tolerance induction dependent upon immune response"
"GO:0006955","Immune response","immune response","GO:0002462","tolerance induction to nonself antigen"
"GO:0006955","Immune response","immune response","GO:0002463","central tolerance induction to nonself antigen"
"GO:0006955","Immune response","immune response","GO:0002464","peripheral tolerance induction to nonself antigen"
"GO:0006955","Immune response","immune response","GO:0002465","peripheral tolerance induction"
"GO:0006955","Immune response","immune response","GO:0002466","peripheral tolerance induction to self antigen"
"GO:0006955","Immune response","immune response","GO:0002467","germinal center formation"
"GO:0006955","Immune response","immune response","GO:0002522","leukocyte migration involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002524","hypersensitivity"
"GO:0006955","Immune response","immune response","GO:0002552","serotonin secretion by mast cell"
"GO:0006955","Immune response","immune response","GO:0002553","histamine secretion by mast cell"
"GO:0006955","Immune response","immune response","GO:0002556","serotonin secretion by basophil"
"GO:0006955","Immune response","immune response","GO:0002557","histamine secretion by basophil"
"GO:0006955","Immune response","immune response","GO:0002558","type I hypersensitivity mediated by mast cells"
"GO:0006955","Immune response","immune response","GO:0002559","type I hypersensitivity mediated by basophils"
"GO:0006955","Immune response","immune response","GO:0002561","basophil degranulation"
"GO:0006955","Immune response","immune response","GO:0002622","regulation of B cell antigen processing and presentation"
"GO:0006955","Immune response","immune response","GO:0002623","negative regulation of B cell antigen processing and presentation"
"GO:0006955","Immune response","immune response","GO:0002624","positive regulation of B cell antigen processing and presentation"
"GO:0006955","Immune response","immune response","GO:0002625","regulation of T cell antigen processing and presentation"
"GO:0006955","Immune response","immune response","GO:0002626","negative regulation of T cell antigen processing and presentation"
"GO:0006955","Immune response","immune response","GO:0002627","positive regulation of T cell antigen processing and presentation"
"GO:0006955","Immune response","immune response","GO:0002634","regulation of germinal center formation"
"GO:0006955","Immune response","immune response","GO:0002635","negative regulation of germinal center formation"
"GO:0006955","Immune response","immune response","GO:0002636","positive regulation of germinal center formation"
"GO:0006955","Immune response","immune response","GO:0002652","regulation of tolerance induction dependent upon immune response"
"GO:0006955","Immune response","immune response","GO:0002653","negative regulation of tolerance induction dependent upon immune response"
"GO:0006955","Immune response","immune response","GO:0002654","positive regulation of tolerance induction dependent upon immune response"
"GO:0006955","Immune response","immune response","GO:0002655","regulation of tolerance induction to nonself antigen"
"GO:0006955","Immune response","immune response","GO:0002656","negative regulation of tolerance induction to nonself antigen"
"GO:0006955","Immune response","immune response","GO:0002657","positive regulation of tolerance induction to nonself antigen"
"GO:0006955","Immune response","immune response","GO:0002658","regulation of peripheral tolerance induction"
"GO:0006955","Immune response","immune response","GO:0002659","negative regulation of peripheral tolerance induction"
"GO:0006955","Immune response","immune response","GO:0002660","positive regulation of peripheral tolerance induction"
"GO:0006955","Immune response","immune response","GO:0002709","regulation of T cell mediated immunity"
"GO:0006955","Immune response","immune response","GO:0002710","negative regulation of T cell mediated immunity"
"GO:0006955","Immune response","immune response","GO:0002711","positive regulation of T cell mediated immunity"
"GO:0006955","Immune response","immune response","GO:0002712","regulation of B cell mediated immunity"
"GO:0006955","Immune response","immune response","GO:0002713","negative regulation of B cell mediated immunity"
"GO:0006955","Immune response","immune response","GO:0002714","positive regulation of B cell mediated immunity"
"GO:0006955","Immune response","immune response","GO:0002715","regulation of natural killer cell mediated immunity"
"GO:0006955","Immune response","immune response","GO:0002716","negative regulation of natural killer cell mediated immunity"
"GO:0006955","Immune response","immune response","GO:0002717","positive regulation of natural killer cell mediated immunity"
"GO:0006955","Immune response","immune response","GO:0002718","regulation of cytokine production involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002719","negative regulation of cytokine production involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002720","positive regulation of cytokine production involved in immune response"
"GO:0006955","Immune response","immune response","GO:0002721","regulation of B cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0002722","negative regulation of B cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0002723","positive regulation of B cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0002724","regulation of T cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0002725","negative regulation of T cell cytokine production"
"GO:0006955","Immune response","immune response","GO:0002726","positive regulation of T cell cytokine production"
