Disease1,Disease2,Description1,Description2,I1,I2,C12,C12simultaneous,RR,p_value,Category1,Category2,Direction,N1,N2,P1_direction,P2_direction
I72,K57,I72 Other aneurysm,K57 Diverticular disease of intestine,743,41136,142,17,1.906213666,2.38E-12,Cardiovascular,Gastrointestinal,0,49,76,0.999929619,0.225103996
B96,I72,B96 Other bacterial agents as the cause of diseases classified to other chapters,I72 Other aneurysm,13036,743,95,16,4.024246243,2.66E-15,Infectious,Cardiovascular,0,28,51,0.99998443,0.269197013
I60,I72,I60 Subarachnoid haemorrhage,I72 Other aneurysm,1106,743,45,19,22.46791026,2.22E-16,Cardiovascular,Cardiovascular,0,19,7,0.883653404,0.999999729
I72,M54,I72 Other aneurysm,M54 Dorsalgia,743,21562,91,12,2.330545812,9.56E-13,Cardiovascular,Spine,0,29,50,0.999843581,0.200906398
I72,J98,I72 Other aneurysm,J98 Other respiratory disorders,743,5690,53,14,5.143620245,0,Cardiovascular,Respiratory,0,21,18,0.950814676,0.993669832
I72,N17,I72 Other aneurysm,N17 Acute renal failure,743,9312,86,14,5.099889634,3.55E-15,Cardiovascular,Urinary,0,48,24,0.165917177,0.999990619
F17,I72,F17 Mental and behavioural disorders due to use of tobacco,I72 Other aneurysm,18179,743,111,27,3.371772645,0,Psychiatric,Cardiovascular,0,49,35,0.908171414,0.999972526
E87,I72,"E87 Other disorders of fluid, electrolyte and acid-base balance",I72 Other aneurysm,9766,743,78,17,4.410452778,0,Metabolic,Cardiovascular,0,18,43,0.999999717,0.214103518
A41,I72,A41 Other septicaemia,I72 Other aneurysm,6601,743,58,9,4.852030862,0,Infectious,Cardiovascular,0,15,34,0.999949752,0.118523557
I70,I72,I70 Atherosclerosis,I72 Other aneurysm,1940,743,83,32,23.62553524,0,Cardiovascular,Cardiovascular,0,18,33,0.999999972,0.976237555
I72,N39,I72 Other aneurysm,N39 Other disorders of urinary system,743,27390,119,13,2.399165584,1.78E-15,Cardiovascular,Urinary,0,50,56,0.966854334,0.768255912
I72,J22,I72 Other aneurysm,J22 Unspecified acute lower respiratory infection,743,11590,78,10,3.716348734,0,Cardiovascular,Respiratory,0,34,34,0.89365859,0.89365859
I21;I22,I72,I21 Acute myocardial infarction;I22 Subsequent myocardial infarction,I72 Other aneurysm,11771,743,74,11,3.471551831,0,Cardiovascular,Cardiovascular,0,49,14,0.003542126,0.999999993
I25,I72,I25 Chronic ischaemic heart disease,I72 Other aneurysm,36556,743,237,63,3.580098463,1.12E-14,Cardiovascular,Cardiovascular,0,113,61,0.782120445,1
I72,J96,I72 Other aneurysm,"J96 Respiratory failure, not elsewhere classified",743,3669,41,10,6.170799544,0,Cardiovascular,Respiratory,0,18,13,0.82555556,0.994246105
I72,K29,I72 Other aneurysm,K29 Gastritis and duodenitis,743,42719,124,8,1.602898052,6.48E-07,Cardiovascular,Gastrointestinal,0,36,80,0.99999933,0.000782367
I72,K92,I72 Other aneurysm,K92 Other diseases of digestive system,743,14676,73,12,2.746758334,9.50E-14,Cardiovascular,Gastrointestinal,0,27,34,0.990691124,0.758605722
N28,N40,"N28 Other disorders of kidney and ureter, not elsewhere classified",N40 Hyperplasia of prostate,3822,16565,653,200,4.231800308,0,Urinary,Male genital organs,0,166,287,1,0.999138316
N02,N28,N02 Recurrent and persistent haematuria,"N28 Other disorders of kidney and ureter, not elsewhere classified",927,3822,74,18,8.569498565,0,Urinary,Urinary,0,30,26,0.959746571,0.996457874
N12,N28,"N12 Tubulo-interstitial nephritis, not specified as acute or chronic","N28 Other disorders of kidney and ureter, not elsewhere classified",1465,3822,117,29,8.573371874,0,Urinary,Urinary,0,39,49,0.999905349,0.968002045
I12,N28,I12 Hypertensive renal disease,"N28 Other disorders of kidney and ureter, not elsewhere classified",2073,3822,269,30,13.93016956,2.22E-16,Cardiovascular,Urinary,0,140,99,0.271066365,0.99999496
D64,N28,D64 Other anaemias,"N28 Other disorders of kidney and ureter, not elsewhere classified",18059,3822,547,45,3.251599538,1.84E-14,Hematological,Urinary,0,252,250,0.97008424,0.979980114
N28,N42,"N28 Other disorders of kidney and ureter, not elsewhere classified",N42 Other disorders of prostate,3822,1892,89,22,5.049778157,0,Urinary,Male genital organs,0,27,40,0.999945037,0.85545196
N03,N28,N03 Chronic nephritic syndrome,"N28 Other disorders of kidney and ureter, not elsewhere classified",1114,3822,144,13,13.87652512,0,Urinary,Urinary,0,62,69,0.960121465,0.720089431
M19,N28,M19 Other arthrosis,"N28 Other disorders of kidney and ureter, not elsewhere classified",26203,3822,553,66,2.265570282,0,Joint,Urinary,0,276,211,0.533883573,0.999999991
N20,N28,N20 Calculus of kidney and ureter,"N28 Other disorders of kidney and ureter, not elsewhere classified",6679,3822,491,190,7.891752808,0,Urinary,Urinary,0,212,89,0.998941158,1
K56,N28,K56 Paralytic ileus and intestinal obstruction without hernia,"N28 Other disorders of kidney and ureter, not elsewhere classified",5961,3822,200,39,3.601756086,1.17E-14,Gastrointestinal,Urinary,0,77,84,0.999577465,0.990301528
K20;K21,N28,K20 Oesophagitis;K21 Gastro-oesophageal reflux disease,"N28 Other disorders of kidney and ureter, not elsewhere classified",44943,3822,765,55,1.827270325,7.93E-14,Gastrointestinal,Urinary,0,411,299,0.021414749,0.999999999
D63,N28,D63 Anaemia in chronic diseases classified elsewhere,"N28 Other disorders of kidney and ureter, not elsewhere classified",1117,3822,120,15,11.53271335,1.33E-15,Hematological,Urinary,0,43,62,0.999350333,0.392164089
D41,N28,D41 Neoplasm of uncertain or unknown behaviour of urinary organs,"N28 Other disorders of kidney and ureter, not elsewhere classified",1106,3822,107,19,10.38561157,0,Neoplasm,Urinary,0,44,44,0.973666109,0.973666109
M47,N28,M47 Spondylosis,"N28 Other disorders of kidney and ureter, not elsewhere classified",11974,3822,280,52,2.51028021,0,Spine,Urinary,0,119,109,0.994974389,0.999921589
N21,N28,N21 Calculus of lower urinary tract,"N28 Other disorders of kidney and ureter, not elsewhere classified",1112,3822,69,21,6.661127221,0,Urinary,Urinary,0,21,27,0.999681914,0.973355318
N23,N28,N23 Unspecified renal colic,"N28 Other disorders of kidney and ureter, not elsewhere classified",2464,3822,162,36,7.057936324,0,Urinary,Urinary,0,89,37,0.11925025,1
N28,N30,"N28 Other disorders of kidney and ureter, not elsewhere classified",N30 Cystitis,3822,4131,210,40,5.457170523,0,Urinary,Urinary,0,84,86,0.998542732,0.996512168
N08,N28,N08 Glomerular disorders in diseases classified elsewhere,"N28 Other disorders of kidney and ureter, not elsewhere classified",603,3822,66,10,11.74978847,0,Urinary,Urinary,0,24,32,0.99067137,0.643884559
K80,N28,K80 Cholelithiasis,"N28 Other disorders of kidney and ureter, not elsewhere classified",19795,3822,565,194,3.064053659,0,Hepatobiliary pancreas,Urinary,0,227,144,0.99999886,1
I74,N28,I74 Arterial embolism and thrombosis,"N28 Other disorders of kidney and ureter, not elsewhere classified",1324,3822,57,15,4.621578087,2.11E-15,Cardiovascular,Urinary,0,26,16,0.786478572,0.999769997
I50,N28,I50 Heart failure,"N28 Other disorders of kidney and ureter, not elsewhere classified",8926,3822,353,45,4.24542573,9.77E-15,Cardiovascular,Urinary,0,150,158,0.998005924,0.978515773
E03,N28,E03 Other hypothyroidism,"N28 Other disorders of kidney and ureter, not elsewhere classified",20958,3822,328,51,1.680070215,5.10E-14,Endocrine,Urinary,0,184,93,0.015564749,1
E27,N28,E27 Other disorders of adrenal gland,"N28 Other disorders of kidney and ureter, not elsewhere classified",750,3822,35,8,5.00968254,3.87E-14,Endocrine,Urinary,0,10,17,0.99700594,0.6320606
K57,N28,K57 Diverticular disease of intestine,"N28 Other disorders of kidney and ureter, not elsewhere classified",41136,3822,837,168,2.184272528,0,Gastrointestinal,Urinary,0,352,317,0.999998268,1
B96,N28,B96 Other bacterial agents as the cause of diseases classified to other chapters,"N28 Other disorders of kidney and ureter, not elsewhere classified",13036,3822,543,91,4.471558353,0,Infectious,Urinary,0,213,239,0.999999815,0.997711578
J45,N28,J45 Asthma,"N28 Other disorders of kidney and ureter, not elsewhere classified",37337,3822,591,68,1.699227335,0,Respiratory,Urinary,1,392,131,8.00E-16,1
K44,N28,K44 Diaphragmatic hernia,"N28 Other disorders of kidney and ureter, not elsewhere classified",39329,3822,682,60,1.861550814,0,Gastrointestinal,Urinary,0,377,245,0.003255599,1
M54,N28,M54 Dorsalgia,"N28 Other disorders of kidney and ureter, not elsewhere classified",21562,3822,552,93,2.748232435,5.40E-14,Spine,Urinary,0,274,185,0.584252035,1
J98,N28,J98 Other respiratory disorders,"N28 Other disorders of kidney and ureter, not elsewhere classified",5690,3822,249,84,4.697756537,1.48E-14,Respiratory,Urinary,0,74,91,1,0.999992724
N17,N28,N17 Acute renal failure,"N28 Other disorders of kidney and ureter, not elsewhere classified",9312,3822,655,127,7.550952834,0,Urinary,Urinary,0,219,309,1,0.93122946
F17,N28,F17 Mental and behavioural disorders due to use of tobacco,"N28 Other disorders of kidney and ureter, not elsewhere classified",18179,3822,417,69,2.462461733,0,Psychiatric,Urinary,0,178,170,0.998821731,0.999935976
E87,N28,"E87 Other disorders of fluid, electrolyte and acid-base balance","N28 Other disorders of kidney and ureter, not elsewhere classified",9766,3822,485,89,5.331242573,0,Metabolic,Urinary,0,148,248,1,0.324909216
A41,N28,A41 Other septicaemia,"N28 Other disorders of kidney and ureter, not elsewhere classified",6601,3822,296,45,4.813770744,3.02E-14,Infectious,Urinary,0,97,154,0.999999999,0.261328624
N19,N28,N19 Unspecified renal failure,"N28 Other disorders of kidney and ureter, not elsewhere classified",2053,3822,213,26,11.13766315,2.66E-15,Urinary,Urinary,0,100,87,0.831279028,0.997000395
D73,N28,D73 Diseases of spleen,"N28 Other disorders of kidney and ureter, not elsewhere classified",777,3822,43,14,5.940881114,1.44E-15,Hematological,Urinary,0,14,15,0.993140907,0.984230251
I70,N28,I70 Atherosclerosis,"N28 Other disorders of kidney and ureter, not elsewhere classified",1940,3822,112,23,6.19754541,0,Cardiovascular,Urinary,0,45,44,0.985348889,0.991117109
K75,N28,K75 Other inflammatory liver diseases,"N28 Other disorders of kidney and ureter, not elsewhere classified",1092,3822,43,12,4.227165408,1.75E-14,Hepatobiliary pancreas,Urinary,0,13,18,0.997299214,0.88897359
N28,N39,"N28 Other disorders of kidney and ureter, not elsewhere classified",N39 Other disorders of urinary system,3822,27390,986,201,3.864455472,0,Urinary,Urinary,0,323,462,1,0.977616773
F32,N28,F32 Depressive episode,"N28 Other disorders of kidney and ureter, not elsewhere classified",18765,3822,336,41,1.922180351,2.26E-14,Psychiatric,Urinary,0,169,126,0.478252102,0.999998429
I25,N28,I25 Chronic ischaemic heart disease,"N28 Other disorders of kidney and ureter, not elsewhere classified",36556,3822,800,128,2.349279793,1.70E-14,Cardiovascular,Urinary,0,416,256,0.136531003,1
K83,N28,K83 Other diseases of biliary tract,"N28 Other disorders of kidney and ureter, not elsewhere classified",3039,3822,127,41,4.486177426,0,Hepatobiliary pancreas,Urinary,0,54,32,0.96223472,0.999999997
N28,N32,"N28 Other disorders of kidney and ureter, not elsewhere classified",N32 Other disorders of bladder,3822,12287,576,150,5.032456736,2.65E-14,Urinary,Urinary,0,177,249,1,0.999510307
I85,K26;K27,I85 Oesophageal varices,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",790,4913,83,21,8.774014433,0,Cardiovascular,Gastrointestinal,0,31,31,0.992383899,0.992383899
K26;K27,K31,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",K31 Other diseases of stomach and duodenum,4913,11640,648,207,4.649105151,2.90E-14,Gastrointestinal,Gastrointestinal,0,299,142,0.977478201,1
A04,K26;K27,A04 Other bacterial intestinal infections,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",3827,4913,236,104,5.149924761,1.11E-16,Infectious,Gastrointestinal,0,57,75,1,0.999999995
K26;K27,K70,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",K70 Alcoholic liver disease,4913,1244,128,27,8.592844105,0,Gastrointestinal,Hepatobiliary pancreas,0,50,51,0.99495493,0.991664633
D64,K26;K27,D64 Other anaemias,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",18059,4913,756,190,3.496032336,5.33E-15,Hematological,Gastrointestinal,0,262,304,1,0.999999973
K26;K27,M19,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",M19 Other arthrosis,4913,26203,628,68,2.001501732,0,Gastrointestinal,Joint,0,345,215,0.007430252,1
I20,K26;K27,I20 Angina pectoris,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",25449,4913,796,66,2.61209934,9.00E-14,Cardiovascular,Gastrointestinal,0,396,334,0.570325254,0.999997696
K20;K21,K26;K27,K20 Oesophagitis;K21 Gastro-oesophageal reflux disease,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",44943,4913,1869,908,3.472918455,1.17E-13,Gastrointestinal,Gastrointestinal,0,451,510,1,1
K26;K27,K30,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",K30 Dyspepsia,4913,16821,496,103,2.4625055,2.00E-15,Gastrointestinal,Gastrointestinal,0,212,181,0.99948683,0.999999999
K26;K27,K80,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",K80 Cholelithiasis,4913,19795,499,61,2.105195257,0,Gastrointestinal,Hepatobiliary pancreas,0,238,200,0.858681595,0.999996457
K22,K26;K27,K22 Other diseases of oesophagus,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",14304,4913,785,372,4.583101745,2.71E-14,Gastrointestinal,Gastrointestinal,0,193,220,1,1
K26;K27,K57,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",K57 Diverticular disease of intestine,4913,41136,987,124,2.003744931,0,Gastrointestinal,Gastrointestinal,0,550,313,0.000179488,1
B96,K26;K27,B96 Other bacterial agents as the cause of diseases classified to other chapters,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",13036,4913,860,499,5.509363695,6.99E-15,Infectious,Gastrointestinal,0,158,203,1,1
J45,K26;K27,J45 Asthma,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",37337,4913,670,85,1.498589641,0,Respiratory,Gastrointestinal,0,321,264,0.868728981,0.999999985
K26;K27,K44,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",K44 Diaphragmatic hernia,4913,39329,1622,750,3.444175629,0,Gastrointestinal,Gastrointestinal,0,457,415,1,1
K26;K27,N17,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",N17 Acute renal failure,4913,9312,404,56,3.623145218,0,Gastrointestinal,Urinary,0,242,106,4.04E-05,1
F17,K26;K27,F17 Mental and behavioural disorders due to use of tobacco,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",18179,4913,564,73,2.590934642,0,Psychiatric,Gastrointestinal,-1,154,337,1,2.08E-06
B98,K26;K27,B98 Other specified infectious agents as the cause of diseases classified to other chapters,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",1946,4913,213,153,9.140797984,0,Infectious,Gastrointestinal,0,20,40,1,1
K26;K27,K72,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified","K72 Hepatic failure, not elsewhere classified",4913,585,49,11,6.994997399,2.22E-16,Gastrointestinal,Hepatobiliary pancreas,0,24,14,0.612275173,0.999298656
K26;K27,K74,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",K74 Fibrosis and cirrhosis of liver,4913,1364,99,15,6.061333329,5.55E-16,Gastrointestinal,Hepatobiliary pancreas,0,52,32,0.343942672,0.999872327
F32,K26;K27,F32 Depressive episode,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",18765,4913,485,57,2.158442647,2.04E-14,Psychiatric,Gastrointestinal,0,178,250,0.999999999,0.262504947
D50,K26;K27,D50 Iron deficiency anaemia,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",13019,4913,535,143,3.431812078,0,Hematological,Gastrointestinal,0,131,261,1,0.727481189
I25,K26;K27,I25 Chronic ischaemic heart disease,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",36556,4913,1053,135,2.405564721,0,Cardiovascular,Gastrointestinal,0,453,465,0.999997539,0.999934721
D13,K26;K27,D13 Benign neoplasm of other and ill-defined parts of digestive system,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",1746,4913,79,25,3.778593693,0,Neoplasm,Gastrointestinal,0,25,29,0.999680301,0.993593799
K26;K27,K29,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",K29 Gastritis and duodenitis,4913,42719,2738,1729,5.352537386,9.98E-14,Gastrointestinal,Gastrointestinal,0,543,466,1,1
K26;K27,K92,"K26 Duodenal ulcer;K27 Peptic ulcer, site unspecified",K92 Other diseases of digestive system,4913,14676,919,290,5.229439605,8.17E-14,Gastrointestinal,Gastrointestinal,0,240,389,1,0.999998655
L30,M16,L30 Other dermatitis,M16 Coxarthrosis [arthrosis of hip],2479,16956,169,43,1.649608469,1.12E-09,Dermatological,Joint,0,56,70,0.999996682,0.98962948
L30,M19,L30 Other dermatitis,M19 Other arthrosis,2479,26203,391,107,2.469694993,2.68E-14,Dermatological,Joint,0,152,132,0.999996062,1
I20,L30,I20 Angina pectoris,L30 Other dermatitis,25449,2479,264,26,1.716922871,0,Cardiovascular,Dermatological,0,155,83,0.002756268,1
K20;K21,L30,K20 Oesophagitis;K21 Gastro-oesophageal reflux disease,L30 Other dermatitis,44943,2479,431,79,1.587204157,0,Gastrointestinal,Dermatological,0,202,150,0.911319587,1
L30,M79,L30 Other dermatitis,"M79 Other soft tissue disorders, not elsewhere classified",2479,18612,283,43,2.516581342,7.44E-15,Dermatological,Muscular,0,110,130,0.999933216,0.92322248
K58,L30,K58 Irritable bowel syndrome,L30 Other dermatitis,8207,2479,132,36,2.661994039,0,Gastrointestinal,Dermatological,0,63,33,0.728746291,0.999999999
L30,M47,L30 Other dermatitis,M47 Spondylosis,2479,11974,165,45,2.280669062,2.68E-14,Dermatological,Spine,0,57,63,0.999977564,0.999119904
E03,L30,E03 Other hypothyroidism,L30 Other dermatitis,20958,2479,220,55,1.737362429,6.75E-14,Endocrine,Dermatological,0,99,66,0.939607237,0.999999999
L03,L30,L03 Cellulitis,L30 Other dermatitis,10516,2479,308,101,4.847498907,2.29E-14,Dermatological,Dermatological,0,112,95,0.999999452,1
K57,L30,K57 Diverticular disease of intestine,L30 Other dermatitis,41136,2479,367,35,1.476595654,1.40E-12,Gastrointestinal,Dermatological,0,178,154,0.7344435,0.999150345
B96,L30,B96 Other bacterial agents as the cause of diseases classified to other chapters,L30 Other dermatitis,13036,2479,232,29,2.945514831,1.45E-14,Infectious,Dermatological,0,89,114,0.999856559,0.628604709
L30,M81,L30 Other dermatitis,M81 Osteoporosis without pathological fracture,2479,9918,149,35,2.486450085,0,Dermatological,Bone,0,58,56,0.997413938,0.999121721
J45,L30,J45 Asthma,L30 Other dermatitis,37337,2479,709,226,3.142855373,3.10E-14,Respiratory,Dermatological,0,374,109,0.076747621,1
L27,L30,L27 Dermatitis due to substances taken internally,L30 Other dermatitis,712,2479,21,8,4.881540332,6.66E-09,Dermatological,Dermatological,0,7,6,0.960823059,0.986698151
K44,L30,K44 Diaphragmatic hernia,L30 Other dermatitis,39329,2479,355,31,1.493939568,8.46E-13,Gastrointestinal,Dermatological,0,196,128,0.0279462,0.999999954
L30,M54,L30 Other dermatitis,M54 Dorsalgia,2479,21562,255,55,1.957351034,3.21E-14,Dermatological,Spine,0,67,133,1,0.265625094
F17,L30,F17 Mental and behavioural disorders due to use of tobacco,L30 Other dermatitis,18179,2479,212,45,1.930116183,0,Psychiatric,Dermatological,0,65,102,0.999999996,0.731702681
