GenAge ID,symbol,name,organism,entrez gene id,avg lifespan change (max obsv),lifespan effect,longevity influence
1411,LCL2,Long Chronological Lifespan 2,Saccharomyces cerevisiae,850794,,Increase,Anti-Longevity
1412,ZWF1,ZWischenFerment,Saccharomyces cerevisiae,855480,,Increase,Anti-Longevity
1413,ATG1,AuTophaGy related,Saccharomyces cerevisiae,852695,70,Decrease,Unannotated
1414,CYC3,CYtochrome C,Saccharomyces cerevisiae,851192,20,Decrease,Unannotated
1415,EGD2,Enhancer of Gal4 DNA binding,Saccharomyces cerevisiae,856600,20,Decrease,Unannotated
1416,NRK1,Nicotinamide Riboside Kinase,Saccharomyces cerevisiae,855594,20,Decrease,Unannotated
1417,PFA5,Protein Fatty Acyltransferase,Saccharomyces cerevisiae,852070,20,Decrease,Unannotated
1418,SWD1,"Set1c, WD40 repeat protein",Saccharomyces cerevisiae,851265,20,Decrease,Unannotated
1419,SYH1,SmY2 Homolog,Saccharomyces cerevisiae,855999,20,Decrease,Unannotated
1420,YMR166C,hypothetical protein,Saccharomyces cerevisiae,855202,20,Decrease,Unannotated
1421,YPK1,Yeast Protein Kinase,Saccharomyces cerevisiae,853733,20,Decrease,Unannotated
1422,RPS0B,Ribosomal Protein of the Small subunit,Saccharomyces cerevisiae,850737,20,Decrease,Unannotated
1423,RPS24B,Ribosomal Protein of the Small subunit,Saccharomyces cerevisiae,854741,20,Decrease,Unannotated
1424,RPS27A,Ribosomal Protein of the Small subunit,Saccharomyces cerevisiae,853700,20,Decrease,Unannotated
1425,RPS27B,Ribosomal Protein of the Small subunit,Saccharomyces cerevisiae,856415,30,Decrease,Unannotated
1426,EFT1,Elongation Factor Two,Saccharomyces cerevisiae,854301,30,Decrease,Unannotated
1427,FIN1,Filaments In between Nuclei,Saccharomyces cerevisiae,851708,30,Decrease,Unannotated
1428,IPT1,InositolPhosphoTransferase,Saccharomyces cerevisiae,851644,,Increase and Decrease,Anti-Longevity
1429,RTT107,Regulator of Ty1 Transposition,Saccharomyces cerevisiae,856559,30,Decrease,Unannotated
1430,SIP18,Salt Induced Protein,Saccharomyces cerevisiae,855213,30,Decrease,Unannotated
1431,SWF1,Spore Wall Formation,Saccharomyces cerevisiae,851704,30,Decrease,Unannotated
1432,YDR089W,hypothetical protein,Saccharomyces cerevisiae,851663,30,Decrease,Unannotated
1433,YDR262W,hypothetical protein,Saccharomyces cerevisiae,851855,30,Decrease,Unannotated
1434,TDA5,Topoisomerase I Damage Affected,Saccharomyces cerevisiae,851146,30,Decrease,Unannotated
1435,YLR460C,hypothetical protein,Saccharomyces cerevisiae,851182,30,Decrease,Unannotated
1436,CAT5,CATabolite repression,Saccharomyces cerevisiae,854292,50,Decrease,Unannotated
1437,FIG4,Factor-Induced Gene,Saccharomyces cerevisiae,855392,30,Decrease,Unannotated
1438,FOX2,Fatty acid OXidation,Saccharomyces cerevisiae,853878,30,Decrease,Unannotated
1439,MRS4,Mitochondrial RNA Splicing,Saccharomyces cerevisiae,853926,40,Decrease,Unannotated
1440,VMA1,Vacuolar Membrane Atpase,Saccharomyces cerevisiae,851342,30,Decrease,Unannotated
1441,WSC4,cell Wall integrity and Stress response Component,Saccharomyces cerevisiae,856357,30,Decrease,Unannotated
1442,YUH1,Yeast Ubiquitin Hydrolase,Saccharomyces cerevisiae,853562,30,Decrease,Unannotated
1443,RPS1B,Ribosomal Protein of the Small subunit,Saccharomyces cerevisiae,854939,30,Decrease,Unannotated
1444,RPS24A,Ribosomal Protein of the Small subunit,Saccharomyces cerevisiae,856805,,Increase and Decrease,Anti-Longevity
1445,BSC2,Bypass of Stop Codon,Saccharomyces cerevisiae,851868,20,Increase,Anti-Longevity
1446,LYS9,LYSine requiring,Saccharomyces cerevisiae,855786,,Increase and Decrease,Anti-Longevity
1447,SEC28,SECretory,Saccharomyces cerevisiae,854734,20,Increase,Anti-Longevity
1448,SWI5,SWItching deficient,Saccharomyces cerevisiae,851724,20,Increase,Anti-Longevity
1449,TAL1,TransALdolase,Saccharomyces cerevisiae,851068,20,Increase,Anti-Longevity
1450,YDR248C,gluconokinase,Saccharomyces cerevisiae,851835,20,Increase,Anti-Longevity
1451,YSC84,Ysc84p,Saccharomyces cerevisiae,856409,25,Increase,Anti-Longevity
1452,AKL1,Ark family Kinase-Like protein,Saccharomyces cerevisiae,852351,20,Increase,Anti-Longevity
1453,BPT1,Bile Pigment Transporter,Saccharomyces cerevisiae,850645,20,Increase,Anti-Longevity
1454,BSC1,Bypass of Stop Codon,Saccharomyces cerevisiae,851524,20,Increase,Anti-Longevity
1455,HRB1,Hypothetical RNA-Binding protein,Saccharomyces cerevisiae,855728,20,Increase,Anti-Longevity
1456,RFX1,Rfx1p,Saccharomyces cerevisiae,850873,20,Increase,Anti-Longevity
1457,RPL19B,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,852254,20,Increase,Anti-Longevity
1458,SEG2,Stability of Eisosomes Guaranteed,Saccharomyces cerevisiae,853756,20,Increase,Anti-Longevity
1459,RPL12B,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,852026,20,Increase,Anti-Longevity
1460,RPL1B,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,852742,20,Increase,Anti-Longevity
1461,RPL4A,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,852319,20,Increase,Anti-Longevity
1462,HAP3,Heme Activator Protein,Saccharomyces cerevisiae,852260,50,Decrease,Unannotated
1463,HAT1,Histone AcetylTransferase,Saccharomyces cerevisiae,856106,50,Decrease,Unannotated
1464,MSH6,MutS Homolog,Saccharomyces cerevisiae,851671,50,Decrease,Unannotated
1465,NCR1,Niemann-pick type C Related,Saccharomyces cerevisiae,856101,50,Decrease,Unannotated
1466,NUP170,NUclear Pore,Saccharomyces cerevisiae,852199,50,Decrease,Unannotated
1467,PIM1,Proteolysis In Mitochondria,Saccharomyces cerevisiae,852259,50,Decrease,Unannotated
1468,PRY1,Pathogen Related in Yeast,Saccharomyces cerevisiae,853366,50,Decrease,Unannotated
1469,RPL13B,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,855173,50,Decrease,Unannotated
1470,YDC1,Yeast DihydroCeramidase,Saccharomyces cerevisiae,856018,,Increase and Decrease,Anti-Longevity
1471,AKR1,AnKyrin Repeat-containing protein,Saccharomyces cerevisiae,851857,50,Decrease,Unannotated
1472,COX23,Cytochrome OXidase,Saccharomyces cerevisiae,856516,50,Decrease,Unannotated
1473,DOA4,Degradation Of Alpha,Saccharomyces cerevisiae,851641,50,Decrease,Unannotated
1474,RRG1,Required for Respiratory Growth,Saccharomyces cerevisiae,851637,50,Decrease,Unannotated
1475,SWC5,SWr Complex,Saccharomyces cerevisiae,852532,50,Decrease,Unannotated
1476,TVP15,Tlg2-Vesicle Protein,Saccharomyces cerevisiae,851677,50,Decrease,Unannotated
1477,TVP23,Tlg2-Vesicle Protein,Saccharomyces cerevisiae,851657,50,Decrease,Unannotated
1478,VID22,Vacuolar Import and Degradation,Saccharomyces cerevisiae,851088,50,Decrease,Unannotated
1479,GMC2,Grand Meiotic recombination Cluster,Saccharomyces cerevisiae,851166,50,Decrease,Unannotated
1480,YNR066C,hypothetical protein,Saccharomyces cerevisiae,855803,50,Decrease,Unannotated
1481,ESC2,Establishment of Silent Chromatin,Saccharomyces cerevisiae,851965,50,Decrease,Unannotated
1482,NSR1,Nsr1p,Saccharomyces cerevisiae,853064,50,Decrease,Unannotated
1483,VRP1,VeRProlin,Saccharomyces cerevisiae,851051,50,Decrease,Unannotated
1484,ANS1,Ans1p,Saccharomyces cerevisiae,856527,25,Decrease,Unannotated
1485,APL2,clathrin Adaptor Protein complex Large chain,Saccharomyces cerevisiae,853723,25,Decrease,Unannotated
1486,ARP1,Actin-Related Protein,Saccharomyces cerevisiae,856530,40,Decrease,Unannotated
1487,ATP18,ATP synthase,Saccharomyces cerevisiae,854893,40,Decrease,Unannotated
1488,CSG2,Calcium Sensitive Growth,Saccharomyces cerevisiae,852324,40,Decrease,Unannotated
1489,FMP16,Found in Mitochondrial Proteome,Saccharomyces cerevisiae,851642,40,Decrease,Unannotated
1490,LST7,Lethal with Sec Thirteen,Saccharomyces cerevisiae,852948,40,Decrease,Unannotated
1491,SAC6,Suppressor of ACtin,Saccharomyces cerevisiae,851707,40,Decrease,Unannotated
1492,SHG1,"Set1c, Hypothetical G",Saccharomyces cerevisiae,852561,25,Decrease,Unannotated
1493,UME6,Unscheduled Meiotic gene Expression,Saccharomyces cerevisiae,851788,40,Decrease,Unannotated
1494,WHI2,WHIskey,Saccharomyces cerevisiae,854208,40,Decrease,Unannotated
1495,YBR225W,hypothetical protein,Saccharomyces cerevisiae,852526,40,Decrease,Unannotated
1496,DUN1,DNA-damage UNinducible,Saccharomyces cerevisiae,851457,25,Decrease,Unannotated
1497,PEP12,carboxyPEPtidase Y-deficient,Saccharomyces cerevisiae,854201,25,Decrease,Unannotated
1498,PFA3,Protein Fatty Acyltransferase,Saccharomyces cerevisiae,855390,25,Decrease,Unannotated
1499,PUB1,PolyUridylate Binding,Saccharomyces cerevisiae,855716,25,Decrease,Unannotated
1500,RPL6A,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,854902,25,Decrease,Unannotated
1501,SAC1,Suppressor of ACtin,Saccharomyces cerevisiae,853668,40,Decrease,Unannotated
1502,TPK1,Takashi's Protein Kinase,Saccharomyces cerevisiae,853275,40,Decrease,Unannotated
1503,RPL17B,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,853262,25,Decrease,Unannotated
1504,RPL34A,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,856784,25,Decrease,Unannotated
1505,RPS4B,Ribosomal Protein of the Small subunit,Saccharomyces cerevisiae,856610,,Increase and Decrease,Anti-Longevity
1506,RPS7A,Ribosomal Protein of the Small subunit,Saccharomyces cerevisiae,854263,40,Decrease,Unannotated
1507,ACB1,Acyl-CoA-Binding,Saccharomyces cerevisiae,852925,,Increase,Anti-Longevity
1508,CKA2,Casein Kinase Alpha' subunit,Saccharomyces cerevisiae,854227,,Increase,Anti-Longevity
1509,DUG1,Deficient in Utilization of Glutathione,Saccharomyces cerevisiae,850605,,Increase,Anti-Longevity
1510,FAR10,Factor ARrest,Saccharomyces cerevisiae,850939,,Increase,Anti-Longevity
1511,FAR8,Factor ARrest,Saccharomyces cerevisiae,855044,,Increase,Anti-Longevity
1512,LCB3,Long-Chain Base,Saccharomyces cerevisiae,853307,,Increase,Anti-Longevity
1513,MNS1,Mns1p,Saccharomyces cerevisiae,853595,,Increase,Anti-Longevity
1514,PEX25,PEroXisome related,Saccharomyces cerevisiae,855991,,Increase,Anti-Longevity
1515,PXL1,PaXillin-Like protein,Saccharomyces cerevisiae,853965,,Increase,Anti-Longevity
1516,SFL1,Suppressor gene for FLocculation,Saccharomyces cerevisiae,854307,,Increase,Anti-Longevity
1517,TRM9,TRna Methyltransferase,Saccharomyces cerevisiae,854994,,Increase,Anti-Longevity
1518,NNK1,Nitrogen Network Kinase,Saccharomyces cerevisiae,853683,,Increase,Anti-Longevity
1519,YOR012W,hypothetical protein,Saccharomyces cerevisiae,854177,,Increase,Anti-Longevity
1520,INP54,INositol polyphosphate 5-Phosphatase,Saccharomyces cerevisiae,854089,,Increase and Decrease,Anti-Longevity
1521,PMT7,Pmt7p,Saccharomyces cerevisiae,851902,30,Increase,Anti-Longevity
1522,YER186C,hypothetical protein,Saccharomyces cerevisiae,856935,30,Increase,Anti-Longevity
1523,YER187W,hypothetical protein,Saccharomyces cerevisiae,856937,30,Increase,Anti-Longevity
1524,AGC1,Aspartate-Glutamate Carrier,Saccharomyces cerevisiae,856132,30,Increase,Anti-Longevity
1525,LSB1,Las Seventeen Binding protein,Saccharomyces cerevisiae,853037,30,Increase,Anti-Longevity
1526,PRK1,p53 Regulatory Kinase,Saccharomyces cerevisiae,854713,30,Increase,Anti-Longevity
1527,YMR010W,hypothetical protein,Saccharomyces cerevisiae,855022,30,Increase,Anti-Longevity
1528,RPL13A,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,851477,30,Increase,Anti-Longevity
1529,RPL21A,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,852489,30,Increase,Anti-Longevity
1530,MAD2,Mitotic Arrest-Deficient,Saccharomyces cerevisiae,853422,50,Increase,Anti-Longevity
1531,ALG5,Asparagine-Linked Glycosylation,Saccharomyces cerevisiae,855874,50,Increase,Anti-Longevity
1532,DIE2,Derepression of ITR1 Expression,Saccharomyces cerevisiae,853142,50,Increase,Anti-Longevity
1533,HMT1,HnRNP MethylTransferase,Saccharomyces cerevisiae,852322,50,Increase,Anti-Longevity
1534,IBA57,Iron-sulfur cluster assembly factor for Biotin synthase and Aconitase-like mitochondrial proteins,Saccharomyces cerevisiae,853586,50,Increase,Anti-Longevity
1535,LSB6,Las Seventeen Binding protein,Saccharomyces cerevisiae,853345,50,Increase,Anti-Longevity
1536,PCH2,Pachytene CHeckpoint,Saccharomyces cerevisiae,852484,50,Increase,Anti-Longevity
1537,PHO89,PHOsphate metabolism,Saccharomyces cerevisiae,852599,50,Increase,Anti-Longevity
1538,SSA3,Stress-Seventy subfamily A,Saccharomyces cerevisiae,852203,50,Increase,Anti-Longevity
1539,UGA1,Utilization of GAba,Saccharomyces cerevisiae,852902,50,Increase,Anti-Longevity
1540,YTA7,Yeast Tat-binding Analog,Saccharomyces cerevisiae,853186,50,Increase,Anti-Longevity
1541,BOI2,Bem1 (One) Interacting protein,Saccharomyces cerevisiae,856850,25,Increase,Anti-Longevity
1542,CLA4,CLn Activity dependant,Saccharomyces cerevisiae,855418,60,Decrease,Unannotated
1543,CRC1,CaRnitine Carrier,Saccharomyces cerevisiae,854267,25,Increase,Anti-Longevity
1544,GIS1,GIg1-2 Suppressor,Saccharomyces cerevisiae,851670,25,Increase,Anti-Longevity
1545,PIB1,PhosphatidylInositol(3)-phosphate Binding,Saccharomyces cerevisiae,851908,25,Increase,Anti-Longevity
1546,SLA1,Synthetic Lethal with ABP1,Saccharomyces cerevisiae,852276,60,Decrease,Unannotated
1547,TOP1,TOPoisomerase,Saccharomyces cerevisiae,854156,60,Decrease,Unannotated
1548,VAM3,VAcuolar Morphogenesis,Saccharomyces cerevisiae,854273,60,Decrease,Unannotated
1549,VMA21,Vma21p,Saccharomyces cerevisiae,852997,60,Decrease,Unannotated
1550,VMA6,Vma6p,Saccharomyces cerevisiae,851168,60,Decrease,Unannotated
1551,ENV11,late ENdosome and Vacuole interface function,Saccharomyces cerevisiae,852962,60,Decrease,Unannotated
1552,YLR422W,hypothetical protein,Saccharomyces cerevisiae,851141,25,Increase,Anti-Longevity
1553,AAC3,ADP/ATP Carrier,Saccharomyces cerevisiae,852380,15,Increase,Anti-Longevity
1554,DAS2,Dst1-delta 6-Azauracil Sensitivity,Saccharomyces cerevisiae,851583,25,Increase,Anti-Longevity
1555,DBF2,DumbBell Forming,Saccharomyces cerevisiae,852984,60,Decrease,Unannotated
1556,MIR1,Mir1p,Saccharomyces cerevisiae,853540,25,Increase,Anti-Longevity
1557,PIN3,Psi+ INducibility,Saccharomyces cerevisiae,856277,15,Increase,Anti-Longevity
1558,PKH1,Pkb-activating Kinase Homolog,Saccharomyces cerevisiae,852101,15,Increase,Anti-Longevity
1559,RIP1,Rieske Iron-sulfur Protein,Saccharomyces cerevisiae,856689,15,Increase,Anti-Longevity
1560,SDP1,Stress-inducible Dual specificity Phosphatase,Saccharomyces cerevisiae,854693,25,Increase,Anti-Longevity
1561,RPL33B,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,854409,15,Increase,Anti-Longevity
1562,RPL35B,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,851419,25,Increase,Anti-Longevity
1563,RPL8B,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,850682,25,Increase,Anti-Longevity
1564,INM1,INositol Monophosphatase,Saccharomyces cerevisiae,856442,,Increase and Decrease,Anti-Longevity
1565,IPK1,Inositol Polyphosphate Kinase,Saccharomyces cerevisiae,851910,40,Increase,Anti-Longevity
1566,LIN1,LINk,Saccharomyces cerevisiae,856561,40,Increase,Anti-Longevity
1567,VBA5,Vacuolar Basic Amino acid transporter,Saccharomyces cerevisiae,853980,,Increase,Anti-Longevity
1568,OM45,Outer Membrane,Saccharomyces cerevisiae,854670,,Increase,Anti-Longevity
1569,CYS4,CYStathionine beta-synthase,Saccharomyces cerevisiae,853059,50,Increase,Anti-Longevity
1570,ALD4,ALdehyde Dehydrogenase,Saccharomyces cerevisiae,854556,50,Increase,Anti-Longevity
1571,DNF1,Drs2 Neo1 Family,Saccharomyces cerevisiae,856913,50,Increase,Anti-Longevity
1572,PDX3,PyriDoXine auxotrophy,Saccharomyces cerevisiae,852323,50,Increase,Anti-Longevity
1573,PRS3,PhosphoRibosylpyrophosphate Synthetase,Saccharomyces cerevisiae,856375,50,Increase,Anti-Longevity
1574,RNH201,RNase H,Saccharomyces cerevisiae,855652,50,Increase,Anti-Longevity
1575,UBC12,UBiquitin-Conjugating,Saccharomyces cerevisiae,851015,50,Increase,Anti-Longevity
1576,ADR1,Alcohol Dehydrogenase Regulator,Saccharomyces cerevisiae,851802,35,Decrease,Unannotated
1577,GIN4,Growth Inhibitory,Saccharomyces cerevisiae,852119,35,Decrease,Unannotated
1578,GPX2,Glutathione PeroXidase,Saccharomyces cerevisiae,852546,35,Decrease,Unannotated
1579,LOC1,LOCalization of ASH1 mRNA,Saccharomyces cerevisiae,850551,40,Increase,Anti-Longevity
1580,MTC5,Maintenance of Telomere Capping,Saccharomyces cerevisiae,851706,35,Decrease,Unannotated
1581,YDR132C,hypothetical protein,Saccharomyces cerevisiae,851710,35,Decrease,Unannotated
1582,YPC1,Yeast Phyto-Ceramidase,Saccharomyces cerevisiae,852481,15,Decrease,Unannotated
1583,CST26,Chromosome STability,Saccharomyces cerevisiae,852330,40,Increase,Anti-Longevity
1584,LSB3,Las Seventeen Binding protein,Saccharomyces cerevisiae,850580,40,Increase,Anti-Longevity
1585,SET2,SET domain-containing,Saccharomyces cerevisiae,853271,,Increase and Decrease,Anti-Longevity
1586,SWD3,"Set1c, WD40 repeat protein",Saccharomyces cerevisiae,852472,15,Decrease,Unannotated
1587,RPP1B,Ribosomal Protein P1 Beta,Saccharomyces cerevisiae,851427,40,Increase,Anti-Longevity
1588,RPS17A,Ribosomal Protein of the Small subunit,Saccharomyces cerevisiae,854984,15,Decrease,Unannotated
1589,RPS4A,Ribosomal Protein of the Small subunit,Saccharomyces cerevisiae,853610,15,Decrease,Unannotated
1590,RIF1,RAP1-Interacting Factor,Saccharomyces cerevisiae,852578,30,Decrease,Pro-Longevity
1591,RGS2,Regulator of heterotrimeric G protein Signaling,Saccharomyces cerevisiae,854274,35,Increase,Anti-Longevity
1592,YMR018W,hypothetical protein,Saccharomyces cerevisiae,855032,35,Increase,Anti-Longevity
1593,RPL12A,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,856656,35,Increase,Anti-Longevity
1594,RPL37B,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,852111,35,Increase,Anti-Longevity
1595,PET9,PETite colonies,Saccharomyces cerevisiae,852250,30,Decrease,Pro-Longevity
1596,RXT2,Rxt2p,Saccharomyces cerevisiae,852392,,Decrease,Unannotated
1597,SAP30,SIT4 protein phosphatase Associated Protein,Saccharomyces cerevisiae,855305,,Decrease,Unannotated
1598,SDS3,Suppressor of Defective Silencing,Saccharomyces cerevisiae,854725,,Decrease,Unannotated
1599,SPT10,SuPpressor of Ty,Saccharomyces cerevisiae,853315,,Decrease,Unannotated
1600,ACS2,Acetyl CoA Synthetase,Saccharomyces cerevisiae,850846,70,Decrease,Pro-Longevity
1601,INM2,INositol Monophosphatase,Saccharomyces cerevisiae,851881,70,Decrease,Unannotated
1602,OMA1,Overlapping activity with M-AAA protease,Saccharomyces cerevisiae,853962,70,Decrease,Unannotated
1603,RPL20A,Ribosomal Protein of the Large subunit,Saccharomyces cerevisiae,855283,40,Decrease,Unannotated
1604,ATP1,ATP synthase,Saccharomyces cerevisiae,852177,,Increase and Decrease,Anti-Longevity
1605,FUN12,Function Unknown Now,Saccharomyces cerevisiae,851196,40,Decrease,Unannotated
1606,RPS11A,Ribosomal Protein of the Small subunit,Saccharomyces cerevisiae,851589,30,Increase,Anti-Longevity
1607,RPS6A,Ribosomal Protein of the Small subunit,Saccharomyces cerevisiae,856015,30,Increase,Anti-Longevity
1608,SKM1,STE20/PAK homologous Kinase related to Morphogenesis,Saccharomyces cerevisiae,854036,25,Decrease,Unannotated
1609,STE11,STErile,Saccharomyces cerevisiae,851076,25,Decrease,Unannotated
1610,TPM1,TroPoMyosin,Saccharomyces cerevisiae,855645,40,Decrease,Unannotated
1611,BNA6,Biosynthesis of Nicotinic Acid,Saccharomyces cerevisiae,850608,,Decrease,Pro-Longevity
1612,AAT1,Aspartate AminoTransferase,Saccharomyces cerevisiae,853755,25,Increase,Pro-Longevity
1613,AAT2,Aspartate AminoTransferase,Saccharomyces cerevisiae,850714,15,Increase,Pro-Longevity
1614,GUT2,Glycerol UTilization,Saccharomyces cerevisiae,854651,25,Increase,Pro-Longevity
1615,MDH1,Malate DeHydrogenase,Saccharomyces cerevisiae,853777,25,Increase,Pro-Longevity
